image_id,category,ImageURL,group_id,split,label_conflict,ocr_text,product_name,canonical_product_name
img_1457,pate,http://minio-api.younetmedia.com/thumbnails/7595150353897704712/7595150353897704712_music_cover.jpg,7595150353897704712,train,False,BÁO NGƯỜI LAO ĐỘNG,,
img_1458,pate,http://minio-api.younetmedia.com/thumbnails/7595150353897704712/7595150353897704712_cover.jpg,7595150353897704712,train,False,BÁO NGƯỜI LAO ĐỘNG ĐỒ HỘ O HALON Vụ thịt nhiễm dịch bệnh tại Công ty CP Đồ hộp Hạ Long: Bắt Tổng giám đốc cùng 3 thuộc cấp,ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG
img_1459,pate,http://minio-api.younetmedia.com/thumbnails/7595150353897704712/7595150353897704712_dynamic_cover.jpg,7595150353897704712,train,False,BÁO NGƯỜI LAO ĐỘNG ĐỒ HỘ O HALON Vụ thịt nhiễm dịch bệnh tại Công ty CP Đồ hộp Hạ Long: Bắt Tổng giám đốc cùng 3 thuộc cấp,ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG
img_1460,pate,http://minio-api.younetmedia.com/thumbnails/7595198625299320080/7595198625299320080_music_cover.jpg,7595198625299320080,train,False,1986 2026 THANHNIÊN tiktok.com/@baothanhnien.official,,
img_1461,pate,http://minio-api.younetmedia.com/thumbnails/7595198625299320080/7595198625299320080_cover.jpg,7595198625299320080,train,False,THANH NIÊN KHỞI TỐ TỔNG GIÁM ĐỐC CÔNG TY CỔ PHẦN ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG
img_1462,pate,http://minio-api.younetmedia.com/thumbnails/7595198625299320080/7595198625299320080_dynamic_cover.jpg,7595198625299320080,train,False,THANH NIÊN KHỞI TỐ TỔNG GIÁM ĐỐC CÔNG TY CỔ PHẦN ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG
img_1463,pate,http://minio-api.younetmedia.com/thumbnails/7595198625299320080/7595198625299320080_origin_cover.jpg,7595198625299320080,train,False,THANH NIÊN KHỞI TỐ TỔNG GIÁM ĐỐC CÔNG TY CỔ PHẦN ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG
img_1464,pate,http://minio-api.younetmedia.com/thumbnails/7594851411708382472/7594851411708382472_dynamic_cover.jpg,7594851411708382472,train,False,"NGUỒN: VI LÊ - ZNEWS ẢNH: TỔNG HỢP Patê CỘT ĐÈN HẢI PHÒNG Patê CỘT ĐÈN HẢI PH NGÀY ĐĂNG: 13/01/2026 KHỦNG KHIẾP: ĐỒ HỘP HẠ LONG XIN TIÊU HỦY 14.000 HỘP PATÊ, TẤT CẢ ĐỀU DƯƠNG TÍNH VỚI VIRUS DỊCH TẢ LỢN CHÂU PHI",ĐỒ HỘP HẠ LONG Patê CỘT ĐÈN HẢI PHÒNG,ĐỒ HỘP HẠ LONG patê CỘT ĐÈN HẢI PHÒNG
img_1465,pate,http://minio-api.younetmedia.com/thumbnails/7594851411708382472/7594851411708382472_origin_cover.jpg,7594851411708382472,train,False,"NGUỒN: VI LÊ - ZNEWS ẢNH: TỔNG HỢP Patê CỘT ĐÈN HẢI PHÒNG Patê CỘT ĐÈN HẢI PH NGÀY ĐĂNG: 13/01/2026 KHỦNG KHIẾP: ĐỒ HỘP HẠ LONG XIN TIÊU HỦY 14.000 HỘP PATÊ, TẤT CẢ ĐỀU DƯƠNG TÍNH VỚI VIRUS DỊCH TẢ LỢN CHÂU PHI",ĐỒ HỘP HẠ LONG Patê CỘT ĐÈN HẢI PHÒNG,ĐỒ HỘP HẠ LONG patê CỘT ĐÈN HẢI PHÒNG
img_1466,pate,http://minio-api.younetmedia.com/thumbnails/7594851411708382472/7594851411708382472_cover.jpg,7594851411708382472,train,False,"NGUỒN: VI LÊ - ZNEWS ẢNH: TỔNG HỢP Patê CỘT ĐÈN HẢI PHÒNG Patê CỘT ĐÈN HẢI PH NGÀY ĐĂNG: 13/01/2026 KHỦNG KHIẾP: ĐỒ HỘP HẠ LONG XIN TIÊU HỦY 14.000 HỘP PATÊ, TẤT CẢ ĐỀU DƯƠNG TÍNH VỚI VIRUS DỊCH TẢ LỢN CHÂU PHI",ĐỒ HỘP HẠ LONG Patê CỘT ĐÈN HẢI PHÒNG,ĐỒ HỘP HẠ LONG patê CỘT ĐÈN HẢI PHÒNG
img_1467,pate,http://minio-api.younetmedia.com/thumbnails/7594851411708382472/7594851411708382472_music_cover.jpg,7594851411708382472,train,False,30G-666.66,,
img_1468,pate,http://minio-api.younetmedia.com/thumbnails/7595162389260061973/7595162389260061973_music_cover.jpg,7595162389260061973,dev,False,,,
img_1469,pate,http://minio-api.younetmedia.com/thumbnails/7595162389260061973/7595162389260061973_origin_cover.jpg,7595162389260061973,dev,False,14/01/2026 Tổng giám đốc Công ty Đồ hộp Hạ Long bị khởi tố,Đồ hộp Hạ Long,ĐỒ HỘP HẠ LONG
img_1470,pate,http://minio-api.younetmedia.com/thumbnails/7595162389260061973/7595162389260061973_cover.jpg,7595162389260061973,dev,False,14/01/2026 Tổng giám đốc Công ty Đồ hộp Hạ Long bị khởi tố,Đồ hộp Hạ Long,ĐỒ HỘP HẠ LONG
img_1471,pate,http://minio-api.younetmedia.com/thumbnails/7595162389260061973/7595162389260061973_dynamic_cover.jpg,7595162389260061973,dev,False,14/01/2026 Tổng giám đốc Công ty Đồ hộp Hạ Long bị khởi tố,Đồ hộp Hạ Long,ĐỒ HỘP HẠ LONG
img_1472,pate,http://minio-api.younetmedia.com/thumbnails/7593335878584519957/7593335878584519957_music_cover.jpg,7593335878584519957,train,False,,,
img_1473,pate,http://minio-api.younetmedia.com/thumbnails/7593335878584519957/7593335878584519957_origin_cover.jpg,7593335878584519957,train,False,Hà Nội Online hanoionline.vn HD HÀ NỘI 18:00 AN TOÀN THỰC PHẨM: NỖI LO ĐẾN HẸN LẠI LÊN danh sách ảnh du lịch tiêu biểu của Lonely Planet Chiếu phim miễn phí chào mừng Đại hội XIV cũ An toàn thực phẩm: Nỗi lo đến hẹn lại lên,,
img_1474,pate,http://minio-api.younetmedia.com/thumbnails/7593335878584519957/7593335878584519957_dynamic_cover.jpg,7593335878584519957,train,False,Hà Nội Online hanoionline.vn HD HÀ NỘI 18:00 AN TOÀN THỰC PHẨM: NỖI LO ĐẾN HẸN LẠI LÊN danh sách ảnh du lịch tiêu biểu của Lonely Planet Chiếu phim miễn phí chào mừng Đại hội XIV cũ An toàn thực phẩm: Nỗi lo đến hẹn lại lên,,
img_1475,pate,http://minio-api.younetmedia.com/thumbnails/7593335878584519957/7593335878584519957_cover.jpg,7593335878584519957,train,False,Hà Nội Online hanoionline.vn HD HÀ NỘI 18:00 AN TOÀN THỰC PHẨM: NỖI LO ĐẾN HẸN LẠI LÊN danh sách ảnh du lịch tiêu biểu của Lonely Planet Chiếu phim miễn phí chào mừng Đại hội XIV cũ An toàn thực phẩm: Nỗi lo đến hẹn lại lên,,
img_1476,pate,http://minio-api.younetmedia.com/thumbnails/7595154430220078352/7595154430220078352_music_cover.jpg,7595154430220078352,train,False,SCONNECT MUSIC VOL.1 Trending,SCONNECT MUSIC,SCONNECT MUSIC
img_1477,pate,http://minio-api.younetmedia.com/thumbnails/7595154430220078352/7595154430220078352_origin_cover.jpg,7595154430220078352,train,False,"ẢNH: TỔNG HỢP MÔI TRƯỜNG & SỨC KHỎE Kênh nói riêng của báo tri thức và cuộc sống ĐỒ HỘP HẠ LONG VÀ HƠN 160 TẤN THỊT BỊ TIÊU HỦY: 3 NĂM KIỂM TRA ĐỀU “ĐẠT CHUẨN”, VÌ SAO SAI PHẠM CHỈ ĐƯỢC PHÁT HIỆN KHI CÔNG AN ĐIỀU TRA?",ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG
img_1478,pate,http://minio-api.younetmedia.com/thumbnails/7595154430220078352/7595154430220078352_dynamic_cover.jpg,7595154430220078352,train,False,"ẢNH: TỔNG HỢP MÔI TRƯỜNG & SỨC KHỎE Kênh nói riêng của báo tri thức và cuộc sống ĐỒ HỘP HẠ LONG VÀ HƠN 160 TẤN THỊT BỊ TIÊU HỦY: 3 NĂM KIỂM TRA ĐỀU “ĐẠT CHUẨN”, VÌ SAO SAI PHẠM CHỈ ĐƯỢC PHÁT HIỆN KHI CÔNG AN ĐIỀU TRA?",ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG
img_1479,pate,http://minio-api.younetmedia.com/thumbnails/7595154430220078352/7595154430220078352_cover.jpg,7595154430220078352,train,False,"ẢNH: TỔNG HỢP MÔI TRƯỜNG & SỨC KHỎE Kênh nói riêng của báo tri thức và cuộc sống ĐỒ HỘP HẠ LONG VÀ HƠN 160 TẤN THỊT BỊ TIÊU HỦY: 3 NĂM KIỂM TRA ĐỀU “ĐẠT CHUẨN”, VÌ SAO SAI PHẠM CHỈ ĐƯỢC PHÁT HIỆN KHI CÔNG AN ĐIỀU TRA?",ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG
img_1480,pate,http://minio-api.younetmedia.com/thumbnails/7594298305337724178/7594298305337724178_music_cover.jpg,7594298305337724178,train,False,KIẾN THỨC KINH TẾ,,
img_1481,pate,http://minio-api.younetmedia.com/thumbnails/7594298305337724178/7594298305337724178_cover.jpg,7594298305337724178,train,False,"ẢNH: MINH HỌA NGUỒN: VIETNAMFINANCE TP.HCM LÀ ĐỊA PHƯƠNG TIÊU THỤ NHIỀU NHẤT ""PATE CỘT ĐÈN HẢI PHÒNG"" TRÊN CẢ NƯỚC Tay của đền Hải Phòng trên cả nước KIẾN THỨC KINH TẾ Tp. HCM tiêu thụ nhiều nhất pate cột đèn Hải Phòng #kienthuckinhte ... thêm",PATE CỘT ĐÈN HẢI PHÒNG,Pate Cột Đèn Hải Phòng
img_1482,pate,http://minio-api.younetmedia.com/thumbnails/7594298305337724178/7594298305337724178_dynamic_cover.jpg,7594298305337724178,train,False,"ẢNH: MINH HỌA NGUỒN: VIETNAMFINANCE TP.HCM LÀ ĐỊA PHƯƠNG TIÊU THỤ NHIỀU NHẤT ""PATE CỘT ĐÈN HẢI PHÒNG"" TRÊN CẢ NƯỚC Tay của đền Hải Phòng trên cả nước KIẾN THỨC KINH TẾ Tp. HCM tiêu thụ nhiều nhất pate cột đèn Hải Phòng #kienthuckinhte ... thêm",PATE CỘT ĐÈN HẢI PHÒNG,Pate Cột Đèn Hải Phòng
img_1483,pate,http://minio-api.younetmedia.com/thumbnails/7594298305337724178/7594298305337724178_origin_cover.jpg,7594298305337724178,train,False,"ẢNH: MINH HỌA NGUỒN: VIETNAMFINANCE TP.HCM LÀ ĐỊA PHƯƠNG TIÊU THỤ NHIỀU NHẤT ""PATE CỘT ĐÈN HẢI PHÒNG"" TRÊN CẢ NƯỚC Tay của đền Hải Phòng trên cả nước KIẾN THỨC KINH TẾ Tp. HCM tiêu thụ nhiều nhất pate cột đèn Hải Phòng #kienthuckinhte ... thêm",PATE CỘT ĐÈN HẢI PHÒNG,Pate Cột Đèn Hải Phòng
img_1484,pate,http://minio-api.younetmedia.com/thumbnails/7594032964850208008/7594032964850208008_music_cover.jpg,7594032964850208008,train,False,,,
img_1485,pate,http://minio-api.younetmedia.com/thumbnails/7594032964850208008/7594032964850208008_dynamic_cover.jpg,7594032964850208008,train,False,,,
img_1486,pate,http://minio-api.younetmedia.com/thumbnails/7594032964850208008/7594032964850208008_origin_cover.jpg,7594032964850208008,train,False,,,
img_1487,pate,http://minio-api.younetmedia.com/thumbnails/7594032964850208008/7594032964850208008_cover.jpg,7594032964850208008,train,False,,,
img_1488,pate,http://minio-api.younetmedia.com/thumbnails/7593303618476936468/7593303618476936468_origin_cover.jpg,7593303618476936468,train,False,NGUỒN: TRẦN CHUNG - VIETNAMNET HÌNH ẢNH TỔNG HỢP HIGHLANDS NGÀY ĐĂNG: 09/01/2026 HIGHLANDS COFFEE LÊN TIẾNG KHẲNG ĐỊNH KHÔNG SỬ DỤNG BẤT KÌ SẢN PHẨM THỊT HEO CHẾ BIẾN NÀO CỦA CTCP ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG
img_1489,pate,http://minio-api.younetmedia.com/thumbnails/7593303618476936468/7593303618476936468_music_cover.jpg,7593303618476936468,train,False,NS RECORDS FIRST STORY,NS Records,NS RECORDS
img_1490,pate,http://minio-api.younetmedia.com/thumbnails/7593303618476936468/7593303618476936468_cover.jpg,7593303618476936468,train,False,NGUỒN: TRẦN CHUNG - VIETNAMNET HÌNH ẢNH: TỔNG HỢP HIGHLANDS COFFEE 28 NEWS NGÀY ĐĂNG: 09/01/2026 HIGHLANDS COFFEE LÊN TIẾNG KHẲNG ĐỊNH KHÔNG SỬ DỤNG BẤT KỲ SẢN PHẨM THỊT HEO CHẾ BIẾN NÀO CỦA CTCP ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG
img_1491,pate,http://minio-api.younetmedia.com/thumbnails/7593303618476936468/7593303618476936468_dynamic_cover.jpg,7593303618476936468,train,False,NGUỒN: TRẦN CHUNG - VIETNAMNET HÌNH ẢNH: TỔNG HỢP HIGHLANDS COFFEE 28 NEWS NGÀY ĐĂNG: 09/01/2026 HIGHLANDS COFFEE LÊN TIẾNG KHẲNG ĐỊNH KHÔNG SỬ DỤNG BẤT KỲ SẢN PHẨM THỊT HEO CHẾ BIẾN NÀO CỦA CTCP ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG
img_1492,pate,http://minio-api.younetmedia.com/thumbnails/7592926896829074710/7592926896829074710_music_cover.jpg,7592926896829074710,train,False,,,
img_1493,pate,http://minio-api.younetmedia.com/thumbnails/7592926896829074710/7592926896829074710_dynamic_cover.jpg,7592926896829074710,train,False,"Các mặt hàng chính của Halong Canfoco Theo thông tin ghi nhận trước đây, danh mục sản phẩm của Halong Canfoco khá đa dạng, tập trung vào nhóm thực phẩm tiện lợi, đóng hộp và đông lạnh",Halong Canfoco,Halong Canfoco
img_1494,pate,http://minio-api.younetmedia.com/thumbnails/7592926896829074710/7592926896829074710_cover.jpg,7592926896829074710,train,False,"Các mặt hàng chính của Halong Canfoco Theo thông tin ghi nhận trước đây, danh mục sản phẩm của Halong Canfoco khá đa dạng, tập trung vào nhóm thực phẩm tiện lợi, đóng hộp và đông lạnh",Halong Canfoco,Halong Canfoco
img_1495,pate,http://minio-api.younetmedia.com/thumbnails/7592926896829074710/7592926896829074710_origin_cover.jpg,7592926896829074710,train,False,"Các mặt hàng chính của Halong Canfoco Theo thông tin ghi nhận trước đây, danh mục sản phẩm của Halong Canfoco khá đa dạng, tập trung vào nhóm thực phẩm tiện lợi, đóng hộp và đông lạnh",Halong Canfoco,Halong Canfoco
img_1496,pate,http://minio-api.younetmedia.com/thumbnails/7595172886457896210/7595172886457896210_dynamic_cover.jpg,7595172886457896210,train,False,pâté CỘT ĐÈN HẢI PHÒNG Mất công Mất của Mang bệnh vào người,Pâté Cột Đèn Hải Phòng,Pate Cột Đèn Hải Phòng
img_1497,pate,http://minio-api.younetmedia.com/thumbnails/7595172886457896210/7595172886457896210_music_cover.jpg,7595172886457896210,train,False,,,
img_1498,pate,http://minio-api.younetmedia.com/thumbnails/7595172886457896210/7595172886457896210_origin_cover.jpg,7595172886457896210,train,False,Pate Cột Đèn Hải Phòng Mất công Mất của Mang bệnh vào người,Pate Cột Đèn Hải Phòng,Pate Cột Đèn Hải Phòng
img_1499,pate,http://minio-api.younetmedia.com/thumbnails/7595172886457896210/7595172886457896210_cover.jpg,7595172886457896210,train,False,"Pate CỘT ĐÈN HẢI PHÒNG, HALONG CANFOCO, Khối lượng tịnh: 150 g, LIFT THE TAB AND PUSH FRONT PULL BACK TO OPEN, Pate CỘT ĐÈN HẢI PHÒNG, Mất công, Mất của, Mang bệnh vào người, Pate CỘT ĐÈN HẢI PHÒNG, Net weight: 150 g",Pate Cột Đèn Hải Phòng,Pate Cột Đèn Hải Phòng
img_1500,pate,http://minio-api.younetmedia.com/thumbnails/7594092750027459861/7594092750027459861_music_cover.jpg,7594092750027459861,train,False,TRÀ ĐÁ KINH TẾ,Trà Đá Kinh Tế,Trà Đá Kinh Tế
img_1501,pate,http://minio-api.younetmedia.com/thumbnails/7594092750027459861/7594092750027459861_dynamic_cover.jpg,7594092750027459861,train,False,TRÀ ĐÁ KINH TẾ HIGHLANDS COFFEE TRÀ SEN VÀNG CỦA HIGHLANDS COFFEE DỪNG BÁN DO DÙNG NGUYÊN LIỆU TỪ ĐỒ HỘP HẠ LONG,Trà Sen Vàng Highlands Coffee,Trà Sen Vàng Highlands Coffee
img_1502,pate,http://minio-api.younetmedia.com/thumbnails/7594092750027459861/7594092750027459861_origin_cover.jpg,7594092750027459861,train,False,TRÀ ĐÁ KINH TẾ HIGHLANDS COFFEE TRÀ SEN VÀNG CỦA HIGHLANDS COFFEE DỪNG BÁN DO DÙNG NGUYÊN LIỆU TỪ ĐỒ HỘP HẠ LONG,Trà Sen Vàng Highlands Coffee,Trà Sen Vàng Highlands Coffee
img_1503,pate,http://minio-api.younetmedia.com/thumbnails/7594092750027459861/7594092750027459861_cover.jpg,7594092750027459861,train,False,"TRÀ ĐÁ KINH TẾ, HIGHLANDS COFFEE, TRÀ SEN VÀNG CỦA HIGHLANDS COFFEE DỪNG BÁN DO DÙNG NGUYÊN LIỆU TỪ ĐỒ HỘP HẠ LONG",Trà Sen Vàng Highlands Coffee,Trà Sen Vàng Highlands Coffee
img_1504,pate,http://minio-api.younetmedia.com/thumbnails/7595040072680901909/7595040072680901909_origin_cover.jpg,7595040072680901909,train,False,"ĐỒ HỘP HẠ LONG, HALONG CANFOCO, patê CỘT ĐÈN HẢI PHÒNG, M2 news, Vụ heo bệnh ở Công ty đồ hộp Hạ Long, hàng loạt kho hàng có chứa thịt nhiễm dịch tả heo Châu Phi và vi khuẩn Salmonella",Patê Cột Đèn Hải Phòng Hạ Long Canfoco,Patê Cột Đèn Hải Phòng Hạ Long Canfoco
img_1505,pate,http://minio-api.younetmedia.com/thumbnails/7595040072680901909/7595040072680901909_music_cover.jpg,7595040072680901909,train,False,,,
img_1506,pate,http://minio-api.younetmedia.com/thumbnails/7595040072680901909/7595040072680901909_dynamic_cover.jpg,7595040072680901909,train,False,"HALONG CANFOCO ĐỒ HỘP HẠ LONG HALONG CANFOCO patê CỘT ĐÈN HẢI PHÒNG MZ news Vụ heo bệnh ở Công ty đồ hộp Hạ Long, hàng loạt kho hàng có chứa thịt nhiễm dịch tả heo Châu Phi và vi khuẩn Salmonella",Patê Cột Đèn Hải Phòng Halong Canfoco,Patê Cột Đèn Hải Phòng Hạ Long Canfoco
img_1507,pate,http://minio-api.younetmedia.com/thumbnails/7595040072680901909/7595040072680901909_cover.jpg,7595040072680901909,train,False,"HALONG CANFOCO ĐỒ HỘP HẠ LONG HALONG CANFOCO patê CỘT ĐÈN HẢI PHÒNG MZ news Vụ heo bệnh ở Công ty đồ hộp Hạ Long, hàng loạt kho hàng có chứa thịt nhiễm dịch tả heo Châu Phi và vi khuẩn Salmonella",Pate Cột Đèn Hải Phòng Hạ Long Canfoco,Patê Cột Đèn Hải Phòng Hạ Long Canfoco
img_1508,pate,http://minio-api.younetmedia.com/thumbnails/7593219085723258120/7593219085723258120_music_cover.jpg,7593219085723258120,train,False,"Cùng VƯỢT KHÓ Trao hy vọng, tạo tương lai Cuộc Đời Đẹp Tươi Themesong",,
img_1509,pate,http://minio-api.younetmedia.com/thumbnails/7593219085723258120/7593219085723258120_origin_cover.jpg,7593219085723258120,train,False,"Highlands Coffee, Báo cáo tài chính bán niên 2025 xác nhận Highlands Coffee là đối tác tiêu thụ lớn của CTCP Đồ hộp Hạ Long",Highlands Coffee,Highlands Coffee
img_1510,pate,http://minio-api.younetmedia.com/thumbnails/7593219085723258120/7593219085723258120_dynamic_cover.jpg,7593219085723258120,train,False,Báo cáo tài chính bán niên 2025 xác nhận Highlands Coffee là đối tác tiêu thụ lớn của CTCP Đồ hộp Hạ Long HIGHLANDS COFFEE HIGHLANDS COFFEE,Highlands Coffee,Highlands Coffee
img_1511,pate,http://minio-api.younetmedia.com/thumbnails/7593219085723258120/7593219085723258120_cover.jpg,7593219085723258120,train,False,Báo cáo tài chính bán niên 2025 xác nhận Highlands Coffee là đối tác tiêu thụ lớn của CTCP Đồ hộp Hạ Long HIGHLANDS COFFEE HIGHLANDS COFFEE,HIGHLANDS COFFEE,Highlands Coffee
img_1512,pate,http://minio-api.younetmedia.com/thumbnails/7593305925398711569/7593305925398711569_origin_cover.jpg,7593305925398711569,train,False,"Tạp chí điện tử VIET TIMES Truyền thống trên nền tảng số WINCOMMERCE, HIGHLANDS COFFEE NẰM TRONG DANH SÁCH ĐỐI TÁC CỦA ĐỒ HỘP HẠ LONG",HIGHLANDS COFFEE,Highlands Coffee
img_1513,pate,http://minio-api.younetmedia.com/thumbnails/7593305925398711569/7593305925398711569_dynamic_cover.jpg,7593305925398711569,train,False,"Tạp chí điện tử VIET TIMES Truyền thống trên nền tảng số WINCOMMERCE, HIGHLANDS COFFEE NẰM TRONG DANH SÁCH ĐỐI TÁC CỦA ĐỒ HỘP HẠ LONG",HIGHLANDS COFFEE,Highlands Coffee
img_1514,pate,http://minio-api.younetmedia.com/thumbnails/7593305925398711569/7593305925398711569_cover.jpg,7593305925398711569,train,False,"Tạp chí điện tử VIET TIMES Truyền thống trên nền tảng số WINCOMMERCE, HIGHLANDS COFFEE NẰM TRONG DANH SÁCH ĐỐI TÁC CỦA ĐỒ HỘP HẠ LONG",HIGHLANDS COFFEE,Highlands Coffee
img_1515,pate,http://minio-api.younetmedia.com/thumbnails/7593305925398711569/7593305925398711569_music_cover.jpg,7593305925398711569,train,False,Tạp chí điện tử VIET TIMES Truyền thống trên nền tảng số,VIET TIMES,VIET TIMES
img_1516,pate,http://minio-api.younetmedia.com/thumbnails/7594843852465261845/7594843852465261845_music_cover.jpg,7594843852465261845,train,False,TIN NÓNG HÀNG NGÀY,,
img_1517,pate,http://minio-api.younetmedia.com/thumbnails/7594843852465261845/7594843852465261845_cover.jpg,7594843852465261845,train,False,Đồ hộp Hạ Long xin tiêu hủy 14.000 hộp pate Tất cả đều dương tính với virus dịch tả lợn châu Phi,Đồ hộp Hạ Long,ĐỒ HỘP HẠ LONG
img_1518,pate,http://minio-api.younetmedia.com/thumbnails/7594843852465261845/7594843852465261845_origin_cover.jpg,7594843852465261845,train,False,Đồ hộp Hạ Long xin tiêu hủy 14.000 hộp pate Tất cả đều dương tính với virus dịch tả lợn châu Phi,Đồ hộp Hạ Long,ĐỒ HỘP HẠ LONG
img_1519,pate,http://minio-api.younetmedia.com/thumbnails/7594843852465261845/7594843852465261845_dynamic_cover.jpg,7594843852465261845,train,False,Đồ hộp Hạ Long xin tiêu hủy 14.000 hộp pate Tất cả đều dương tính với virus dịch tả lợn châu Phi,Đồ hộp Hạ Long,ĐỒ HỘP HẠ LONG
img_1520,pate,http://minio-api.younetmedia.com/thumbnails/7592874480884632840/7592874480884632840_origin_cover.jpg,7592874480884632840,train,False,CUỘC SỐNG 130 Tấn TIN TỨC CUỘC SỐNG QUANH TA - Created LÊ ĐỨC HẢI NGÀY 8/1/2026 PHÁT HIỆN ĐƯỜNG DÂY MUA BÁN HƠN 130 TẤN THỊT LỢN BỆNH ĐỒ HỘP HẠ LONG ( HALONG CANFOCO),ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG
img_1521,pate,http://minio-api.younetmedia.com/thumbnails/7592874480884632840/7592874480884632840_music_cover.jpg,7592874480884632840,train,False,CUỘC SỐNG 130 Tấn TIN TỨC CUỘC SỐNG QUANH TA - Created LÊ ĐỨC HẢI NGÀY 8/1/2026 PHÁT HIỆN ĐƯỜNG DÂY MUA BÁN HƠN 130 TẤN THỊT LỢN BỆNH ĐỒ HỘP HẠ LONG ( HALONG CANFOCO),,
img_1522,pate,http://minio-api.younetmedia.com/thumbnails/7592874480884632840/7592874480884632840_dynamic_cover.jpg,7592874480884632840,train,False,CUỘC SỐNG 130 Tấn TIN TỨC CUỘC SỐNG QUANH TA - Created LÊ ĐỨC HẢI NGÀY 8/1/2026 PHÁT HIỆN ĐƯỜNG DÂY MUA BÁN HƠN 130 TẤN THỊT LỢN BỆNH ĐỒ HỘP HẠ LONG ( HALONG CANFOCO),Quanh Ta Created by LE DUC HAI,Quanh Ta Created by LE DUC HAI
img_1523,pate,http://minio-api.younetmedia.com/thumbnails/7592874480884632840/7592874480884632840_cover.jpg,7592874480884632840,train,False,CUỘC SỐNG 130 Tấn TIN TỨC CUỘC SỐNG QUANH TA - Created LÊ ĐỨC HẢI NGÀY 8/1/2026 PHÁT HIỆN ĐƯỜNG DÂY MUA BÁN HƠN 130 TẤN THỊT LỢN BỆNH ĐỒ HỘP HẠ LONG ( HALONG CANFOCO),Quanh Ta Created by LE DUC HAI,Quanh Ta Created by LE DUC HAI
img_1524,pate,http://minio-api.younetmedia.com/thumbnails/7594086060821433621/7594086060821433621_music_cover.jpg,7594086060821433621,train,False,NCT88 KHÁM PHÁ CUỘC SỐNG,NCT88,NCT88
img_1525,pate,http://minio-api.younetmedia.com/thumbnails/7594086060821433621/7594086060821433621_origin_cover.jpg,7594086060821433621,train,False,PHẦN 1 ÔNG TRÙM ĐỒ HỘP HẠ LONG CHÍNH THỨC BỊ B*ẮT,ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG
img_1526,pate,http://minio-api.younetmedia.com/thumbnails/7594086060821433621/7594086060821433621_cover.jpg,7594086060821433621,train,False,PHẦN 1 ÔNG TRÙM ĐỒ HỘP HẠ LONG CHÍNH THỨC BỊ B*ẮT,ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG
img_1527,pate,http://minio-api.younetmedia.com/thumbnails/7594086060821433621/7594086060821433621_dynamic_cover.jpg,7594086060821433621,train,False,PHẦN 1 ÔNG TRÙM ĐỒ HỘP HẠ LONG CHÍNH THỨC BỊ B*ẮT,ĐỒ HỘP HẠ LONG,ĐỒ HỘP HẠ LONG
img_1528,pate,http://minio-api.younetmedia.com/thumbnails/7594433645683707156/7594433645683707156_origin_cover.jpg,7594433645683707156,train,False,CÔNG TY CỔ PHẦN ĐỒ HỘP HẠ LONG tạm dừng sản xuất hàng trăm công nhân vẫn đến Công ty cổ phần đồ hộp Hạ LOng,HA LONG CANFOCO,HA LONG CANFOCO
img_1529,pate,http://minio-api.younetmedia.com/thumbnails/7594433645683707156/7594433645683707156_music_cover.jpg,7594433645683707156,train,False,"Cùng VƯỢT KHÓ Trao hy vọng, tạo tương lai Cuộc Đời Đẹp Tươi Themesong",,
img_1530,pate,http://minio-api.younetmedia.com/thumbnails/7594433645683707156/7594433645683707156_dynamic_cover.jpg,7594433645683707156,train,False,CÔNG TY CỔ PHẦN ĐỒ HỘP HẠ LONG tạm dừng sản xuất hàng trăm công nhân vẫn đến Công ty cổ phần đồ hộp Hạ LOng,HA LONG CANFOCO,HA LONG CANFOCO
img_1531,pate,http://minio-api.younetmedia.com/thumbnails/7594433645683707156/7594433645683707156_cover.jpg,7594433645683707156,train,False,CÔNG TY CỔ PHẦN ĐỒ HỘP HẠ LONG tạm dừng sản xuất hàng trăm công nhân vẫn đến Công ty cổ phần đồ hộp Hạ LOng,HA LONG CANFOCO,HA LONG CANFOCO
img_1532,pate,http://minio-api.younetmedia.com/thumbnails/7594768095961468181/7594768095961468181_music_cover.jpg,7594768095961468181,train,False,TẠP CHÍ Doanh nghiệp & hội nhập,Tạp chí Doanh nghiệp & Hội nhập,Tạp chí Doanh nghiệp & Hội nhập
